date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
11/1/1982,2,25830,LK22,67,115.68657,111.94179,292.76117,338.7418,526.0597,614.8413,103.20226,86.623505,85.67672,final
11/11/1982,2,25830,LK22,67,71.343285,111.14975,312,344.46118,579.8507,696.9686,65.728325,90.711075,83.31579,final
11/21/1982,2,25830,LK22,67,171.41791,126.588554,358.44775,349.6801,747.13434,790.8388,134.06781,102.471985,94.50838,final
12/1/1982,2,25830,LK22,67,204.8806,105.10746,447.64178,342.84576,935.4328,852.33185,190.61433,130.12715,109.69298,final
12/11/1982,2,25830,LK22,67,171.91045,116.06319,548.209,347.75922,1044.8358,929.26917,146.13068,156.8234,112.36974,final
12/21/1982,2,25830,LK22,67,66.343285,103.27114,443.13434,324.4418,1064.2687,968.93933,65.893166,136.02837,109.78801,final
1/1/1983,2,25830,LK22,67,7.597015,71.97761,245.85074,290.5368,986.25366,967.18805,16.36452,84.8797,101.9611,final
1/11/1983,2,25830,LK22,67,13.656716,56.89602,87.597015,231.92786,947.80597,920.608,30.142027,39.082367,102.93839,final
1/21/1983,2,25830,LK22,67,13.358209,54.214924,34.61194,183.08856,836.19403,856.4518,31.00267,21.060259,97.648415,final
2/1/1983,2,25830,LK22,67,2.8208954,44.043285,29.835821,155.15424,723.32837,787.20544,15.946923,21.751421,91.936806,final
2/11/1983,2,25830,LK22,67,5.522388,30.81393,21.701492,129.07214,657.5075,705.9522,29.380714,19.915764,93.18594,final
2/21/1983,2,25830,LK22,67,2.8656716,26.296518,11.208956,101.15373,488.95523,607.703,25.132736,15.269322,80.61903,final
3/1/1983,2,25830,LK22,67,3.3283582,34.520897,11.716417,91.63134,287.40298,537.3224,21.073301,17.299168,53.916817,final
3/11/1983,2,25830,LK22,67,2.477612,34.323383,8.671642,95.1408,117.970146,456.1408,19.015688,13.65242,26.666508,final
3/21/1983,2,25830,LK22,67,5.074627,42.14428,10.880597,110.988556,56.701492,395.23087,21.369776,13.691521,15.416474,final
4/1/1983,2,25830,LK22,67,20.343283,52.604977,27.895521,129.07263,69.44776,375.85822,43.994953,24.535599,19.547369,final
4/11/1983,2,25830,LK22,67,8.402985,61.613434,33.820892,156.36269,64.19403,380.57562,20.120543,24.05816,17.945644,final
4/21/1983,2,25830,LK22,67,30.298508,58.742287,59.044777,172.9607,81.13432,385.103,55.37691,35.98816,22.079893,final
5/1/1983,2,25830,LK22,67,62.16418,64.16368,100.86568,184.5194,140.47762,405.2234,97.10904,55.860077,35.463024,final
5/11/1983,2,25830,LK22,67,40.238808,54.65622,132.7015,177.5622,175.19403,429.06567,75.83251,75.42718,41.51308,final
5/21/1983,2,25830,LK22,67,25.940298,42.243782,128.34328,161.06367,198.26866,445.01294,65.49073,80.29648,45.169514,final
6/1/1983,2,25830,LK22,67,11.5074625,25.890049,77.68657,122.79005,206.44775,436.38208,53.439415,64.70502,47.905834,final
6/11/1983,2,25830,LK22,67,33.134327,20.322886,70.58209,88.45672,237.10448,422.3816,150.59235,80.8739,56.648315,final
6/21/1983,2,25830,LK22,67,8.5074625,19.659204,53.14925,65.87214,240.5373,399.8965,54.776554,82.04811,60.641987,final
7/1/1983,2,25830,LK22,67,4.328358,22.67214,45.970146,62.65423,224.52238,369.96368,33.710285,75.33919,61.211895,final
7/11/1983,2,25830,LK22,67,8.059702,25.617413,20.895523,67.94875,224.17911,333.96765,42.654495,35.49824,67.61091,final
7/21/1983,2,25830,LK22,67,24.35821,25.276617,36.74627,73.56617,218.2388,300.50198,96.96661,53.135174,73.072784,final
8/1/1983,2,25830,LK22,67,36.343285,17.75373,68.7612,68.64776,192.41791,254.09204,181.69893,100.15403,76.19605,final
8/11/1983,2,25830,LK22,67,10.582089,29.022388,71.283585,72.052734,162.7612,228.4582,45.79952,99.001785,71.8592,final
8/21/1983,2,25830,LK22,67,43.656715,32.718407,90.58209,79.49453,180.4776,218.93285,128.99992,113.12222,82.82733,final
9/1/1983,2,25830,LK22,67,61.761192,43.61443,116,105.355225,230.73135,236.65721,137.32793,109.64591,97.54782,final
9/11/1983,2,25830,LK22,67,37.358208,39.12587,142.77612,115.45871,234.95523,255.4602,95.99404,122.677826,92.1274,final
9/21/1983,2,25830,LK22,67,4.641791,63.600994,103.76119,146.3413,231.08954,299.40198,14.054884,71.86485,77.55848,final
10/1/1983,2,25830,LK22,67,9.835821,68.01741,51.835823,170.74428,236.59702,344.74725,20.318197,32.34007,69.0776,final
10/11/1983,2,25830,LK22,67,73.74627,105.43035,88.22388,237.04875,302.28357,424.5602,71.30853,38.514503,71.53446,final
10/21/1983,2,25830,LK22,67,31.880596,121.36965,115.46269,294.8174,309.80597,520.65326,29.184692,40.178684,59.888523,final
11/1/1983,2,25830,LK22,67,142.20895,111.94179,247.83582,338.7418,415.67163,614.8413,125.882256,73.55399,67.86764,final
11/11/1983,2,25830,LK22,67,13.014925,111.14975,187.10448,344.46118,418.10446,696.9686,15.510085,54.971622,60.273987,final
11/21/1983,2,25830,LK22,67,35.955223,126.588554,191.17911,349.6801,410.403,790.8388,31.123695,55.31156,52.196877,final
12/1/1983,2,25830,LK22,67,83.656715,105.10746,132.62686,342.84576,432.2985,852.33185,80.51836,39.565487,51.006912,final
12/11/1983,2,25830,LK22,67,148.31343,116.06319,267.92535,347.75922,543.2537,929.26917,126.63919,77.36874,58.682632,final
12/21/1983,2,25830,LK22,67,224.38806,103.27114,456.35822,324.4418,763,968.93933,211.86444,140.0424,78.85501,final
1/1/1984,2,25830,LK22,67,57.52239,71.97761,430.22388,290.5368,810.6866,967.18805,81.22153,147.26555,83.90214,final
1/11/1984,2,25830,LK22,67,354.02985,56.89602,635.9403,231.92786,1090.9702,920.608,580.0532,270.5213,118.40544,final
1/21/1984,2,25830,LK22,67,79.29851,54.214924,490.85077,183.08856,1138.3881,856.4518,142.36023,263.62622,132.72804,final
2/1/1984,2,25830,LK22,67,212.47762,44.043285,645.80597,155.15424,1208.6567,787.20544,443.44016,406.362,153.19974,final
2/11/1984,2,25830,LK22,67,248.50746,30.81393,540.28357,129.07214,1444.1493,705.9522,707.84595,406.70905,203.83217,final
2/21/1984,2,25830,LK22,67,74.01492,26.296518,535,101.15373,1482.209,607.703,252.47192,508.69617,242.72919,final
3/1/1984,2,25830,LK22,67,100.32836,34.520897,422.85077,91.63134,1498.8806,537.3224,266.5131,442.76605,277.3038,final
3/11/1984,2,25830,LK22,67,1.8208956,34.323383,176.16418,95.1408,1352.3881,456.1408,17.345648,180.90947,294.35437,final
3/21/1984,2,25830,LK22,67,132.38806,42.14428,234.53732,110.988556,1260.3881,395.23087,291.42044,206.51808,316.16455,final
4/1/1984,2,25830,LK22,67,13.223881,52.604977,147.43283,129.07263,1216.0896,375.85822,31.635948,113.694214,320.61526,final
4/11/1984,2,25830,LK22,67,88.86567,61.613434,234.4776,156.36269,950.92535,380.57562,140.91103,148.40952,247.92163,final
4/21/1984,2,25830,LK22,67,104.68657,58.742287,206.77612,172.9607,976.3135,385.103,172.07819,119.001625,251.55241,final
5/1/1984,2,25830,LK22,67,11.895522,64.16368,205.44777,184.5194,775.7313,405.2234,24.428316,111.04287,190.31859,final
5/11/1984,2,25830,LK22,67,67.35821,54.65622,183.9403,177.5622,594.5821,429.06567,121.29197,103.49367,138.13165,final
5/21/1984,2,25830,LK22,67,36.014927,42.243782,115.26866,161.06367,556.5821,445.01294,86.8155,72.42322,124.792435,final
6/1/1984,2,25830,LK22,67,60.46269,25.890049,163.83583,122.79005,516.7164,436.38208,211.92162,132.1197,118.20062,final
6/11/1984,2,25830,LK22,67,41.28358,20.322886,137.7612,88.45672,556.1791,422.3816,182.77373,152.75648,131.30632,final
6/21/1984,2,25830,LK22,67,25.895523,19.659204,127.64179,65.87214,449.68652,399.8965,125.29002,187.15646,112.296974,final
7/1/1984,2,25830,LK22,67,45.58209,22.67214,112.7612,62.65423,482.04474,369.96368,182.79066,174.06332,129.89117,final
7/11/1984,2,25830,LK22,67,23.597015,25.617413,95.07463,67.94875,416.7761,333.96765,93.40115,137.18483,124.429596,final
7/21/1984,2,25830,LK22,67,27.268656,25.276617,96.44776,73.56617,339.35822,300.50198,106.57946,129.12398,112.71882,final
8/1/1984,2,25830,LK22,67,6.761194,17.75373,57.62686,68.64776,334.22388,254.09204,51.689083,85.03567,130.92795,final
8/11/1984,2,25830,LK22,67,2.6567163,29.022388,36.686565,72.052734,269.5224,228.4582,22.504934,54.10134,117.58952,final
8/21/1984,2,25830,LK22,67,15.567164,32.718407,24.985075,79.49453,249.07465,218.93285,54.528194,35.48759,113.4602,final
9/1/1984,2,25830,LK22,67,16.41791,43.61443,34.641792,105.355225,205.02988,236.65721,44.056694,35.92199,86.912315,final
9/11/1984,2,25830,LK22,67,22.686567,39.12587,54.67164,115.45871,186.43285,255.4602,62.744522,49.537006,73.497925,final
9/21/1984,2,25830,LK22,67,129.77612,63.600994,168.8806,146.3413,290.31342,299.40198,196.4638,114.89303,97.01429,final
10/1/1984,2,25830,LK22,67,33.597015,68.01741,186.05971,170.74428,278.32837,344.74725,52.860016,108.714615,81.00946,final
10/11/1984,2,25830,LK22,67,4.5820894,105.43035,167.95523,237.04875,259.31345,424.5602,8.677043,71.45471,61.531174,final
10/21/1984,2,25830,LK22,67,73.29851,121.36965,111.477615,294.8174,305.3433,520.65326,61.9599,38.849518,59.039543,final
11/1/1984,2,25830,LK22,67,66.089554,111.94179,143.97015,338.7418,364.67163,614.8413,60.79055,43.337807,59.63972,final
11/11/1984,2,25830,LK22,67,142.13432,111.14975,281.5224,344.46118,504.14923,696.9686,126.67641,81.98976,72.531624,final
11/21/1984,2,25830,LK22,67,240.64178,126.588554,448.86566,349.6801,729.2239,790.8388,186.67412,127.9648,92.257866,final
12/1/1984,2,25830,LK22,67,72.64179,105.10746,455.4179,342.84576,785.44775,852.33185,70.51456,132.36267,92.19858,final
12/11/1984,2,25830,LK22,67,12.358209,116.06319,325.64178,347.75922,775.1194,929.26917,14.338139,93.73016,83.500496,final
12/21/1984,2,25830,LK22,67,43.19403,103.27114,128.19403,324.4418,688.5373,968.93933,44.512352,40.430214,71.209496,final
1/1/1985,2,25830,LK22,67,81.07462,71.97761,136.62686,290.5368,736.01495,967.18805,111.81774,47.9219,76.22136,final
1/11/1985,2,25830,LK22,67,32.0597,56.89602,156.32835,231.92786,763.49255,920.608,59.874123,68.09176,83.0257,final
1/21/1985,2,25830,LK22,67,39.671642,54.214924,152.80597,183.08856,729.86566,856.4518,75.439835,83.89982,85.30549,final
2/1/1985,2,25830,LK22,67,164.79105,44.043285,236.52238,155.15424,828.56714,787.20544,346.2065,150.80612,105.221085,final
2/11/1985,2,25830,LK22,67,26.328358,30.81393,230.79105,129.07214,712.7612,705.9522,87.47534,175.86879,100.957726,final
2/21/1985,2,25830,LK22,67,9.373135,26.296518,200.49254,101.15373,481.49252,607.703,45.925667,193.58014,79.40103,final
3/1/1985,2,25830,LK22,67,12.059702,34.520897,47.761192,91.63134,420.91043,537.3224,43.166283,54.600494,78.534546,final
3/11/1985,2,25830,LK22,67,93.1194,34.323383,114.55224,95.1408,501.67163,456.1408,249.51923,119.38415,109.87352,final
3/21/1985,2,25830,LK22,67,32.597015,42.14428,137.77612,110.988556,491.07462,395.23087,79.74884,123.09501,123.94712,final
4/1/1985,2,25830,LK22,67,39.402985,52.604977,165.1194,129.07263,449.40295,375.85822,77.081856,126.886,119.31027,final
4/11/1985,2,25830,LK22,67,16.492537,61.613434,88.49254,156.36269,433.83582,380.57562,32.264565,57.93938,113.81316,final
4/21/1985,2,25830,LK22,67,14.328359,58.742287,70.223885,172.9607,408.49252,385.103,30.322662,42.269943,105.99573,final
5/1/1985,2,25830,LK22,67,24.716417,64.16368,55.537315,184.5194,268.4179,405.2234,42.96535,31.942543,66.65098,final
5/11/1985,2,25830,LK22,67,38.208954,54.65622,77.25373,177.5622,280.29852,429.06567,72.429924,45.055183,65.72704,final
5/21/1985,2,25830,LK22,67,50.686565,42.243782,113.61194,161.06367,321.6119,445.01294,117.870674,71.425575,72.57834,final
6/1/1985,2,25830,LK22,67,52.865673,25.890049,141.7612,122.79005,362.41788,436.38208,187.32788,114.845566,83.24259,final
6/11/1985,2,25830,LK22,67,5.328358,20.322886,108.8806,88.45672,274.6269,422.3816,40.786655,121.85384,65.427925,final
6/21/1985,2,25830,LK22,67,18.686567,19.659204,76.8806,65.87214,260.71643,399.8965,96.05568,115.53285,65.62576,final
7/1/1985,2,25830,LK22,67,2.8059702,22.67214,26.820896,62.65423,224.1194,369.96368,28.208769,47.0346,61.104424,final
7/11/1985,2,25830,LK22,67,48.77612,25.617413,70.26866,67.94875,256.40298,333.96765,175.639,103.18019,77.117386,final
7/21/1985,2,25830,LK22,67,11.80597,25.276617,63.388058,73.56617,253.8806,300.50198,55.508083,87.04517,84.739426,final
8/1/1985,2,25830,LK22,67,10.895522,17.75373,71.47761,68.64776,240.05971,254.09204,69.85897,103.842415,94.58404,final
8/11/1985,2,25830,LK22,67,11.373135,29.022388,34.074627,72.052734,213.22389,228.4582,48.124588,50.711536,93.4745,final
8/21/1985,2,25830,LK22,67,33.208954,32.718407,55.47761,79.49453,195.74628,218.93285,101.30055,71.575775,89.64575,final
9/1/1985,2,25830,LK22,67,48.49254,43.61443,93.07463,105.355225,191.37314,236.65721,110.03429,88.87176,81.261024,final
9/11/1985,2,25830,LK22,67,18.850746,39.12587,100.55224,115.45871,204.89554,255.4602,54.05162,87.625244,80.58642,final
9/21/1985,2,25830,LK22,67,89.98508,63.600994,157.32837,146.3413,276.19403,299.40198,138.46019,107.259796,92.375885,final
10/1/1985,2,25830,LK22,67,55.313435,68.01741,164.14926,170.74428,328.7015,344.74725,82.60145,96.24738,95.412186,final
10/11/1985,2,25830,LK22,67,7.19403,105.43035,152.49254,237.04875,287.11942,424.5602,11.042281,65.06645,68.004295,final
10/21/1985,2,25830,LK22,67,73.89552,121.36965,136.40298,294.8174,349.20898,520.65326,62.432335,47.163033,67.38453,final
11/1/1985,2,25830,LK22,67,166.07463,111.94179,247.16418,338.7418,504.38812,614.8413,146.29042,73.358604,82.18041,final
11/11/1985,2,25830,LK22,67,19.61194,111.14975,259.5821,344.46118,512.6269,696.9686,21.189837,75.71144,73.73932,final
11/21/1985,2,25830,LK22,67,8.402985,126.588554,194.08955,349.6801,487.8209,790.8388,10.185524,56.132145,61.924713,final
12/1/1985,2,25830,LK22,67,124.731346,105.10746,152.74628,342.84576,564.0597,852.33185,117.822495,45.349487,66.37566,final
12/11/1985,2,25830,LK22,67,53.567165,116.06319,186.7015,347.75922,598.7761,929.26917,48.377354,54.343445,64.6255,final
12/21/1985,2,25830,LK22,67,43.089554,103.27114,221.38806,324.4418,551.8806,968.93933,44.415855,68.71868,57.17816,final
1/1/1986,2,25830,LK22,67,203.25374,71.97761,299.91046,290.5368,699.8209,967.18805,270.53806,103.171745,72.49841,final
1/11/1986,2,25830,LK22,67,42.731342,56.89602,289.07465,231.92786,735.3582,920.608,77.11537,124.11991,79.98615,final
1/21/1986,2,25830,LK22,67,12.567164,54.214924,258.55225,183.08856,674.0298,856.4518,29.666788,140.12135,78.82389,final
2/1/1986,2,25830,LK22,67,4.238806,44.043285,59.537315,155.15424,512.1941,787.20544,18.838064,40.296978,65.28535,final
2/11/1986,2,25830,LK22,67,27.119404,30.81393,43.925373,129.07214,519.70154,705.9522,89.684105,36.491825,73.80264,final
2/21/1986,2,25830,LK22,67,21.25373,26.296518,52.61194,101.15373,532.55225,607.703,83.88706,54.272175,87.73456,final
3/1/1986,2,25830,LK22,67,102.32836,34.520897,150.70149,91.63134,510.1493,537.3224,271.5737,161.1294,94.989494,final
3/11/1986,2,25830,LK22,67,9.671641,34.323383,133.25374,95.1408,466.25375,456.1408,37.310223,138.05936,102.19302,final
3/21/1986,2,25830,LK22,67,11.970149,42.14428,123.970146,110.988556,435.13434,395.23087,35.9962,111.19213,109.970116,final
4/1/1986,2,25830,LK22,67,18.179104,52.604977,39.820892,129.07263,250.05972,375.85822,40.23802,33.43031,66.96973,final
4/11/1986,2,25830,LK22,67,66.58209,61.613434,96.731346,156.36269,273.91046,380.57562,107.45895,63.04515,72.33613,final
4/21/1986,2,25830,LK22,67,96.791046,58.742287,181.55225,172.9607,358.13437,385.103,159.69154,104.82779,93.08679,final
5/1/1986,2,25830,LK22,67,36.52239,64.16368,199.89552,184.5194,390.41794,405.2234,60.03496,108.11322,96.39088,final
5/11/1986,2,25830,LK22,67,5.7313433,54.65622,139.04477,177.5622,369.02988,429.06567,17.988642,78.90175,86.16896,final
5/21/1986,2,25830,LK22,67,74.0597,42.243782,116.31343,161.06367,421.83585,445.01294,167.34415,73.05236,94.849686,final
6/1/1986,2,25830,LK22,67,14.820895,25.890049,94.61194,122.79005,334.32834,436.38208,64.16596,77.949684,76.87859,final
6/11/1986,2,25830,LK22,67,6.373134,20.322886,95.25372,88.45672,331.02985,422.3816,44.912476,107.27289,78.62525,final
6/21/1986,2,25830,LK22,67,3.8955224,19.659204,25.089552,65.87214,322.9552,399.8965,36.07384,42.45611,80.99729,final
7/1/1986,2,25830,LK22,67,5.4179106,22.67214,15.686567,62.65423,310.194,369.96368,37.647648,30.576902,84.059875,final
7/11/1986,2,25830,LK22,67,1.7761194,25.617413,11.089552,67.94875,245.38805,333.96765,22.131586,22.055965,73.86783,final
7/21/1986,2,25830,LK22,67,28.19403,25.276617,35.38806,73.56617,176.79105,300.50198,109.635864,51.406425,59.505684,final
8/1/1986,2,25830,LK22,67,22.597015,17.75373,52.567165,68.64776,162.86566,254.09204,121.285675,78.165535,64.78998,final
8/11/1986,2,25830,LK22,67,2.835821,29.022388,53.626865,72.052734,159.97014,228.4582,23.031368,76.08668,70.66367,final
8/21/1986,2,25830,LK22,67,19.701492,32.718407,45.13433,79.49453,105.611946,218.93285,65.48923,59.334408,49.39514,final
9/1/1986,2,25830,LK22,67,21.537313,43.61443,44.074627,105.355225,112.32836,236.65721,54.58732,44.46969,48.551567,final
9/11/1986,2,25830,LK22,67,61.089554,39.12587,102.32836,115.45871,167.04478,255.4602,149.77507,89.09971,66.05415,final
9/21/1986,2,25830,LK22,67,18.895523,63.600994,101.52239,146.3413,182.04478,299.40198,34.83262,70.385544,61.446636,final
10/1/1986,2,25830,LK22,67,46.791046,68.01741,126.77612,170.74428,223.41792,344.74725,70.929726,74.98174,65.309425,final
10/11/1986,2,25830,LK22,67,124.29851,105.43035,189.98508,237.04875,345.9403,424.5602,117.08603,80.55612,81.697586,final
10/21/1986,2,25830,LK22,67,106.208954,121.36965,277.29852,294.8174,423.95523,520.65326,88.0029,94.156815,81.60422,final
11/1/1986,2,25830,LK22,67,49.910446,111.94179,280.4179,338.7418,451.26868,614.8413,46.955368,83.032646,73.610565,final
11/11/1986,2,25830,LK22,67,31.462687,111.14975,187.58209,344.46118,479.89548,696.9686,31.392822,55.10829,69.076515,final
11/21/1986,2,25830,LK22,67,12.462687,126.588554,93.835815,349.6801,472.65668,790.8388,13.270672,27.866184,60.01927,final
12/1/1986,2,25830,LK22,67,55.44776,105.10746,99.37314,342.84576,506.56714,852.33185,54.89888,30.00558,59.669674,final
12/11/1986,2,25830,LK22,67,37.686565,116.06319,105.597015,347.75922,483.16415,929.26917,35.259743,31.351984,52.250908,final
